id_code|clean_code|Description|parent_description
5293|732400|Sanitary ware, and parts thereof, of iron or steel (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings)|ARTICLES OF IRON OR STEEL
5294|732410|Sinks and washbasins, of stainless steel|ARTICLES OF IRON OR STEEL
5296|732421|Baths of cast iron, whether or not enamelled|ARTICLES OF IRON OR STEEL
5297|732429|Baths of steel sheet|ARTICLES OF IRON OR STEEL
5298|732490|Sanitary ware, incl. parts thereof (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings, complete sinks and washbasins, of stainless steel, complete baths and fittings)|ARTICLES OF IRON OR STEEL
5299|732500|Articles of iron or steel, cast, n.e.s.|ARTICLES OF IRON OR STEEL
5300|732510|Articles of non-malleable cast iron, n.e.s.|ARTICLES OF IRON OR STEEL
5302|732591|Grinding balls and similar articles for mills, cast (excl. such articles of non-malleable cast iron)|ARTICLES OF IRON OR STEEL
5303|732599|Cast articles of iron or steel, n.e.s. (excl. articles of non-malleable cast iron, and grinding balls and similar articles for mills)|ARTICLES OF IRON OR STEEL
5304|732600|Articles of iron or steel, n.e.s. (excl. cast articles)|ARTICLES OF IRON OR STEEL
5306|732611|Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked|ARTICLES OF IRON OR STEEL
5307|732619|Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills)|ARTICLES OF IRON OR STEEL
5308|732620|Articles of iron or steel wire, n.e.s.|ARTICLES OF IRON OR STEEL
5309|732690|Articles of iron or steel, n.e.s. (excl. cast articles or articles of iron or steel wire)|ARTICLES OF IRON OR STEEL
5310|740021|COPPER AND ARTICLES THEREOF|COPPER AND ARTICLES THEREOF
5311|740100|"Copper mattes; cement copper ""precipitated copper"""|COPPER AND ARTICLES THEREOF
5312|740200|Copper, unrefined; copper anodes for electrolytic refining|COPPER AND ARTICLES THEREOF
5313|740300|Copper, refined, and copper alloys, unwrought (excl. copper alloys of heading 7405)|COPPER AND ARTICLES THEREOF
5315|740311|Copper, refined, in the form of cathodes and sections of cathodes|COPPER AND ARTICLES THEREOF
5316|740312|Copper, refined, in the form of wire-bars|COPPER AND ARTICLES THEREOF
5317|740313|Copper, refined, in the form of billets|COPPER AND ARTICLES THEREOF
5318|740319|Copper, refined, unwrought (excl. copper in the form of billets, wire-bars, cathodes and sections of cathodes)|COPPER AND ARTICLES THEREOF
5320|740321|"Copper-zinc base alloys ""brass"" unwrought"|COPPER AND ARTICLES THEREOF
5321|740322|"Copper-tin base alloys ""bronze"" unwrought"|COPPER AND ARTICLES THEREOF
5322|740329|"Copper alloys unwrought (excl. copper-zinc base alloys ""brass"", copper-zinc base alloys ""bronze"", and copper master alloys of heading 7405)"|COPPER AND ARTICLES THEREOF
5323|740400|Waste and scrap, of copper (excl. ingots or other similar unwrought shapes, of remelted copper waste and scrap, ashes and residues containing copper, and waste and scrap of primary cells, primary batteries and electric accumulators)|COPPER AND ARTICLES THEREOF
5324|740500|"Master alloys of copper (excl. phosphorus-copper compounds ""copper phosphide"" containing by weight > 15% phosphorus)"|COPPER AND ARTICLES THEREOF
5325|740600|Powders and flakes, of copper (excl. grains of copper and spangles of heading 8308)|COPPER AND ARTICLES THEREOF
5326|740610|Copper powders, of non-lamellar structure (excl. grains of copper)|COPPER AND ARTICLES THEREOF
5327|740620|Copper powders, of lamellar structure, and flakes of copper (excl. grains of copper and spangles of heading 8308)|COPPER AND ARTICLES THEREOF
5328|740700|Bars, rods and profiles, of copper, n.e.s.|COPPER AND ARTICLES THEREOF
5329|740710|Bars, rods and profiles, of refined copper, n.e.s.|COPPER AND ARTICLES THEREOF
5331|740721|"Bars, rods and profiles, of copper-zinc base alloys ""brass"", n.e.s."|COPPER AND ARTICLES THEREOF
5332|740729|"Bars, rods and profiles of copper alloys, n.e.s. (excl. such articles of copper-zinc base alloys ""brass"")"|COPPER AND ARTICLES THEREOF
5333|740800|Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)|COPPER AND ARTICLES THEREOF
5335|740811|Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm|COPPER AND ARTICLES THEREOF
5336|740819|Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm|COPPER AND ARTICLES THEREOF
5338|740821|"Wire of copper-zinc base alloys ""brass"""|COPPER AND ARTICLES THEREOF
5339|740822|"Wire of copper-nickel alloys ""cupro-nickel"" or copper-nickel-zinc alloys ""nickel silver"""|COPPER AND ARTICLES THEREOF
5340|740829|Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] or copper-nickel-zinc alloys [nickel silver])|COPPER AND ARTICLES THEREOF
5341|740900|Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excl. expanded sheet and strip copper and electrically insulated strip)|COPPER AND ARTICLES THEREOF
5343|740911|Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)|COPPER AND ARTICLES THEREOF
5344|740919|Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)|COPPER AND ARTICLES THEREOF
5346|740921|"Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, in coils (excl. expanded sheet and strip and electrically insulated strip)"|COPPER AND ARTICLES THEREOF
5347|740929|"Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)"|COPPER AND ARTICLES THEREOF
5349|740931|"Plates, sheets and strip, of copper-tin base alloys ""bronze"", of a thickness of > 0,15 mm, in coils (excl. expanded sheet and strip and electrically insulated strip)"|COPPER AND ARTICLES THEREOF
5350|740939|"Plates, sheets and strip, of copper-tin base alloys ""bronze"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)"|COPPER AND ARTICLES THEREOF
5351|740940|"Plates, sheets and strip, of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ""nickel silver"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)"|COPPER AND ARTICLES THEREOF
5352|740990|"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excl. copper-zinc base alloys ""brass"", copper-zinc base alloys ""bronze"", copper-nickel base alloys ""cupro-nickel"", copper-nickel-zinc base alloys ""nickel silver"", and expanded sheet and strip and electrically insulated strip)"|COPPER AND ARTICLES THEREOF
5353|741000|"Copper foil ""whether or not printed or backed with paper, paperboard, plastics or similar backing materials"", of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"|COPPER AND ARTICLES THEREOF
5355|741011|Refined copper foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)|COPPER AND ARTICLES THEREOF
5356|741012|Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)|COPPER AND ARTICLES THEREOF
5358|741021|"Refined copper foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"|COPPER AND ARTICLES THEREOF
5359|741022|"Copper alloy foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"|COPPER AND ARTICLES THEREOF
5360|741100|Copper tubes and pipes|COPPER AND ARTICLES THEREOF
5361|741110|Tubes and pipes of refined copper|COPPER AND ARTICLES THEREOF
5363|741121|"Tubes and pipes of copper-zinc base alloys ""brass"""|COPPER AND ARTICLES THEREOF
5364|741122|"Tubes and pipes of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ""nickel silver"""|COPPER AND ARTICLES THEREOF
5365|741129|"Tubes and pipes of copper alloys (excl. copper-zinc base alloys ""brass"", copper-nickel base alloys ""cupro-nickel"" and copper-nickel-zinc base alloys ""nickel silver"")"|COPPER AND ARTICLES THEREOF
5366|741200|"Copper tube or pipe fittings ""e.g., couplings, elbows, sleeves"""|COPPER AND ARTICLES THEREOF
5367|741210|"Refined copper tube or pipe fittings ""e.g., couplings, elbows, sleeves"""|COPPER AND ARTICLES THEREOF
5368|741220|"Copper alloy tube or pipe fittings ""e.g., couplings, elbows, sleeves"""|COPPER AND ARTICLES THEREOF
5369|741300|Stranded wire, cables, plaited bands and the like, of copper (excl. electrically insulated products)|COPPER AND ARTICLES THEREOF
5370|741500|"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron or steel and heads of copper, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ""incl. spring washers"" and similar articles, of copper (excl. staples in strips, and lag screws, plugs, bungs and the like, threaded)"|COPPER AND ARTICLES THEREOF
5371|741510|Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron or steel and heads of copper (excl. staples in strips)|COPPER AND ARTICLES THEREOF
5373|741521|"Washers, ""incl. spring washers and spring lock washers"", of copper"|COPPER AND ARTICLES THEREOF
5374|741529|Rivets, cotters, cotter pins and the like, not threaded, of copper (excl. spring washers and spring lock washers)|COPPER AND ARTICLES THEREOF
5376|741533|Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- and eyebolts, lag screws, plugs, bungs and the like, with screw thread)|COPPER AND ARTICLES THEREOF
5377|741539|Screw hooks, screw rings and the like, threaded, of copper (excl. standard screws and bolts and nuts)|COPPER AND ARTICLES THEREOF
5378|741800|Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper (excl. cans, boxes and similar containers of heading 7419, articles of the nature of a work implement, articles of cutlery, spoons, ladles, etc., ornamental articles, fittings)|COPPER AND ARTICLES THEREOF
5379|741810|Table, kitchen or other household articles and parts thereof, and pot scourers and scouring or polishing pads, gloves and the like, of copper (excl. cans, boxes and similar containers of heading 7419, articles of the nature of a work implement, articles of cutlery, spoons, ladles, etc., ornamental articles and sanitary ware)|COPPER AND ARTICLES THEREOF
5380|741820|Sanitary ware and parts thereof, of copper (excl. cans, boxes and similar containers of heading 7419, and fittings)|COPPER AND ARTICLES THEREOF
5381|741900|Other articles of copper, n.e.s.|COPPER AND ARTICLES THEREOF
5382|741910|Chain and parts thereof, of copper (excl. watch chains, necklace chains and the like)|COPPER AND ARTICLES THEREOF
5384|741991|Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.|COPPER AND ARTICLES THEREOF
5385|741999|Articles of copper, n.e.s.|COPPER AND ARTICLES THEREOF
5386|750021|NICKEL AND ARTICLES THEREOF|NICKEL AND ARTICLES THEREOF
5387|750100|Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :|NICKEL AND ARTICLES THEREOF
5388|750110|Nickel mattes|NICKEL AND ARTICLES THEREOF
5389|750120|Nickel oxide sinters and other intermediate products of nickel metallurgy (excl. nickel mattes)|NICKEL AND ARTICLES THEREOF
5390|750200|Unwrought nickel|NICKEL AND ARTICLES THEREOF
5391|750210|Nickel, not alloyed, unwrought|NICKEL AND ARTICLES THEREOF
5392|750220|Unwrought nickel alloys|NICKEL AND ARTICLES THEREOF
5393|750300|Waste and scrap, of nickel (excl. ingots or other similar unwrought shapes, of remelted nickel waste and scrap, ashes and residues containing nickel and waste and scrap of primary cells, primary batteries and electric accumulators)|NICKEL AND ARTICLES THEREOF
5394|750400|Powders and flakes, of nickel (excl. nickel oxide sinters)|NICKEL AND ARTICLES THEREOF
5395|750500|Bars, rods, profiles and wire, of nickel (excl. electrically insulated products)|NICKEL AND ARTICLES THEREOF
5397|750511|Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excl. electrically insulated products)|NICKEL AND ARTICLES THEREOF
5398|750512|Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excl. electrically insulated products)|NICKEL AND ARTICLES THEREOF
5400|750521|Wire of non-alloy nickel (excl. electrically insulated products)|NICKEL AND ARTICLES THEREOF
5401|750522|Wire of nickel alloys (excl. electrically insulated products)|NICKEL AND ARTICLES THEREOF
5402|750600|Plates, sheets, strip and foil, of nickel (excl. expanded plates, sheets or strip)|NICKEL AND ARTICLES THEREOF
5403|750610|Plates, sheets, strip and foil, of non-alloy nickel (excl. expanded plates, sheets or strip)|NICKEL AND ARTICLES THEREOF
5404|750620|Plates, sheets, strip and foil, of nickel alloys (excl. expanded plates, sheets or strip)|NICKEL AND ARTICLES THEREOF
5405|750700|"Tubes, pipes and tube or pipe fittings ""e.g., couplings, elbows, sleeves"", of nickel"|NICKEL AND ARTICLES THEREOF
5407|750711|Tubes and pipes of non-alloy nickel|NICKEL AND ARTICLES THEREOF
5408|750712|Tubes and pipes of nickel alloys|NICKEL AND ARTICLES THEREOF
5409|750720|Tube or pipe fittings, of nickel|NICKEL AND ARTICLES THEREOF
5410|750800|Articles of nickel, n.e.s. (excl. powder, flakes, bars, profiles, wire, plates, sheets, strip, foil, tubes, pipes and tube or pipe fittings)|NICKEL AND ARTICLES THEREOF
5411|750810|Cloth, grill, netting and fencing, of nickel wire|NICKEL AND ARTICLES THEREOF
5412|750890|Articles of nickel, n.e.s.|NICKEL AND ARTICLES THEREOF
5413|760021|ALUMINIUM AND ARTICLES THEREOF|ALUMINIUM AND ARTICLES THEREOF
5414|760100|Unwrought aluminium|ALUMINIUM AND ARTICLES THEREOF
5415|760110|Aluminium, not alloyed, unwrought|ALUMINIUM AND ARTICLES THEREOF
5416|760120|Unwrought aluminium alloys|ALUMINIUM AND ARTICLES THEREOF
5417|760200|Waste and scrap, of aluminium (excl. slags, scale and the like from iron and steel production, containing recoverable aluminium in the form of silicates, ingots or other similar unwrought shapes, of remelted waste and scrap, of aluminium, ashes and residues from aluminium production)|ALUMINIUM AND ARTICLES THEREOF
5418|760300|Powder and flakes, of aluminium (excl. pellets of aluminium, and spangles)|ALUMINIUM AND ARTICLES THEREOF
5419|760310|Powders of aluminium, of non-lamellar structure (excl. pellets of aluminium)|ALUMINIUM AND ARTICLES THEREOF
5420|760320|Powders of aluminium, of lamellar structure, and flakes of aluminium (excl. pellets of aluminium, and spangles)|ALUMINIUM AND ARTICLES THEREOF
5421|760400|Bars, rods and profiles, of aluminium, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5422|760410|Bars, rods and profiles, of non-alloy aluminium, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5424|760421|Hollow profiles of aluminium alloys, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5425|760429|Bars, rods and solid profiles, of aluminium alloys, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5426|760500|Aluminium wire (excl. stranded wire, cables, plaited bands and the like and other articles of heading 7614, electrically insulated wires, and strings for musical instruments)|ALUMINIUM AND ARTICLES THEREOF
5428|760511|Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excl. stranded wire, cables, plaited bands and the like and other articles of heading 7614, and electrically insulated wires)|ALUMINIUM AND ARTICLES THEREOF
5429|760519|Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than stranded wires, cables, ropes and other articles of heading 7614, electrically insulated wires, strings for musical instruments)|ALUMINIUM AND ARTICLES THEREOF
5431|760521|Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excl. stranded wire, cables, plaited bands and the like and other articles of heading 7614, and electrically insulated wires)|ALUMINIUM AND ARTICLES THEREOF
5432|760529|Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than stranded wires, cables, ropes and other articles of heading 7614, electrically insulated wires, strings for musical instruments)|ALUMINIUM AND ARTICLES THEREOF
5433|760600|Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excl. expanded plates, sheets and strip)|ALUMINIUM AND ARTICLES THEREOF
5435|760611|Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular (excl. expanded plates, sheets and strip)|ALUMINIUM AND ARTICLES THEREOF
5436|760612|Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular (excl. expanded plates, sheets and strip)|ALUMINIUM AND ARTICLES THEREOF
5438|760691|Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square or rectangular)|ALUMINIUM AND ARTICLES THEREOF
5439|760692|Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square or rectangular)|ALUMINIUM AND ARTICLES THEREOF
5440|760700|"Aluminium foil, ""whether or not printed or backed with paper, paperboard, plastics or similar backing materials"", of a thickness ""excl. any backing"" of <= 0,2 mm (excl. stamping foils of heading 3212, christmas tree decorating material)"|ALUMINIUM AND ARTICLES THEREOF
5442|760711|Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excl. stamping foils of heading 3212, and foil made up as christmas tree decorating material)|ALUMINIUM AND ARTICLES THEREOF
5443|760719|Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excl. stamping foils of heading 3212, and foil made up as christmas tree decorating material)|ALUMINIUM AND ARTICLES THEREOF
5444|760720|Aluminium foil, backed, of a thickness (excl. any backing) of <= 0,2 mm (excl. stamping foils of heading 3212, and foil made up as christmas tree decorating material)|ALUMINIUM AND ARTICLES THEREOF
5445|760800|Aluminium tubes and pipes (excl. hollow profiles)|ALUMINIUM AND ARTICLES THEREOF
5446|760810|Tubes and pipes of non-alloy aluminium (excl. hollow profiles)|ALUMINIUM AND ARTICLES THEREOF
5447|760820|Tubes and pipes of aluminium alloys (excl. hollow profiles)|ALUMINIUM AND ARTICLES THEREOF
5448|760900|"Aluminium tube or pipe fittings ""e.g., couplings, elbows, sleeves"""|ALUMINIUM AND ARTICLES THEREOF
5449|761000|"Structures and parts of structures ""e.g., bridges and bridge-sections, towers, lattice masts, pillars and columns, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades"", of aluminium (excl. prefabricated buildings of heading 9406); plates, rods, profiles, tubes and the like, prepared for use in structures, of aluminium"|ALUMINIUM AND ARTICLES THEREOF
5450|761010|Doors, windows and their frames and thresholds for door, of aluminium (excl. door furniture)|ALUMINIUM AND ARTICLES THEREOF
5451|761090|Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes and the like, prepared for use in structures, of aluminium, n.e.s. (excl. prefabricated buildings of heading 9406, doors and windows and their frames and thresholds for doors)|ALUMINIUM AND ARTICLES THEREOF
5452|761100|Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than compressed or liquefied gas), of a capacity of > 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated (excl. containers specifically constructed or equipped for one or more types of transport)|ALUMINIUM AND ARTICLES THEREOF
5453|761200|Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, of aluminium, for any material (other than compressed or liquefied gas), of a capacity of <= 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5454|761210|Collapsible tubular containers, of aluminium|ALUMINIUM AND ARTICLES THEREOF
5455|761290|Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, for any material (other than compressed or liquefied gas), of a capacity of <= 300 l, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5456|761300|Aluminium containers for compressed or liquefied gas|ALUMINIUM AND ARTICLES THEREOF
5457|761400|Stranded wire, cables, plaited bands and the like, of aluminium (excl. such products electrically insulated)|ALUMINIUM AND ARTICLES THEREOF
5458|761410|Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excl. such products electrically insulated)|ALUMINIUM AND ARTICLES THEREOF
5459|761490|Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core and electrically insulated products)|ALUMINIUM AND ARTICLES THEREOF
5460|761500|Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, pot scourers and scouring or polishing pads, gloves and the like, of aluminium (excl. cans, boxes and similar containers of heading 7612, articles of the nature of a work implement, spoons, ladles, forks and other articles of heading 8211 to 8215, ornamental articles and fittings)|ALUMINIUM AND ARTICLES THEREOF
5461|761510|Table, kitchen or other household articles and parts thereof, and pot scourers and scouring or polishing pads, gloves and the like, of aluminium (excl. cans, boxes and similar containers of heading 7612, articles of the nature of a work implement, spoons, ladles, forks and other articles of heading 8211 to 8215, ornamental articles, fittings and sanitary ware)|ALUMINIUM AND ARTICLES THEREOF
5462|761520|Sanitary ware and parts thereof, of aluminium (excl. cans, boxes and similar containers of heading 7612, and fittings)|ALUMINIUM AND ARTICLES THEREOF
5463|761600|Articles of aluminium, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5464|761610|Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles, of aluminium (excl. staples in strips, plugs, bungs and the like, threaded)|ALUMINIUM AND ARTICLES THEREOF
5466|761691|Cloth, grill, netting and fencing, of aluminium wire (excl. cloth of metal fibres for clothing, lining and similar uses, and cloth, grill and netting made into hand sieves or machine parts)|ALUMINIUM AND ARTICLES THEREOF
5467|761699|Articles of aluminium, n.e.s.|ALUMINIUM AND ARTICLES THEREOF
5468|780021|LEAD AND ARTICLES THEREOF|LEAD AND ARTICLES THEREOF
5469|780100|Unwrought lead :|LEAD AND ARTICLES THEREOF
5470|780110|Unwrought lead, refined|LEAD AND ARTICLES THEREOF
5472|780191|Unwrought lead, containing by weight antimony as the principal other element|LEAD AND ARTICLES THEREOF
5473|780199|Unwrought lead (excl. refined lead and lead containing by weight antimony as the principal other element)|LEAD AND ARTICLES THEREOF
5474|780200|"Lead waste and scrap (excl. ashes and residues from lead production ""heading No 2620"", and ingots or other similar unwrought shapes, of remelted waste and scrap, of lead ""heading No 7801"" and waste and scrap of primary cells, primary batteries et electric accumulators)"|LEAD AND ARTICLES THEREOF
5475|780400|Lead plates, sheets, strip and foil; lead powders and flakes (excl. grains of lead, and spangles of heading 8308)|LEAD AND ARTICLES THEREOF
5477|780411|"Lead sheets, strip and foil, of a thickness ""excl. any backing"" of <= 0,2 mm"|LEAD AND ARTICLES THEREOF
5478|780419|"Lead plates; lead sheets, strip and foil, of a thickness ""excl. any backing"" of > 0,2 mm"|LEAD AND ARTICLES THEREOF
5479|780420|Lead powders and flakes (excl. grains of lead, and spangles of heading 8308)|LEAD AND ARTICLES THEREOF
5480|780600|Articles of lead, n.e.s.|LEAD AND ARTICLES THEREOF
5481|790021|ZINC AND ARTICLES THEREOF|ZINC AND ARTICLES THEREOF
5482|790100|Unwrought zinc :|ZINC AND ARTICLES THEREOF
5484|790111|Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc|ZINC AND ARTICLES THEREOF
5485|790112|Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc|ZINC AND ARTICLES THEREOF
5486|790120|Unwrought zinc alloys|ZINC AND ARTICLES THEREOF
5487|790200|"Zinc waste and scrap (excl. ash and residues from zinc production ""heading 2620"", ingots and other similar unwrought shapes, of remelted waste and scrap, of zinc ""heading 7901"" and waste and scrap of primary cells, primary batteries and electric accumulators)"|ZINC AND ARTICLES THEREOF
5488|790300|Zinc dust, powders and flakes (excl. grains of zinc, and spangles of heading 8308)|ZINC AND ARTICLES THEREOF
5489|790310|Zinc dust|ZINC AND ARTICLES THEREOF
5490|790390|Zinc powders and flakes (excl. grains of zinc, and spangles of heading 8308, and zinc dust)|ZINC AND ARTICLES THEREOF
5491|790400|Zinc bars, rods, profiles and wire, n.e.s.|ZINC AND ARTICLES THEREOF
5492|790500|Zinc plates, sheets, strip and foil|ZINC AND ARTICLES THEREOF
5493|790700|Articles of zinc, n.e.s.|ZINC AND ARTICLES THEREOF
5494|800021|TIN AND ARTICLES THEREOF|TIN AND ARTICLES THEREOF
5495|800100|Unwrought tin|TIN AND ARTICLES THEREOF
5496|800110|Unwrought tin, not alloyed|TIN AND ARTICLES THEREOF
5497|800120|Unwrought tin alloys|TIN AND ARTICLES THEREOF
5498|800200|Tin waste and scrap (excl. ash and residues from the manufacture of tin of heading 2620, and ingots and similar unwrought tin produced from melted tin waste and scrap of heading 8001)|TIN AND ARTICLES THEREOF
5499|800300|Tin bars, rods, profiles and wire, n.e.s.|TIN AND ARTICLES THEREOF
5500|800700|Articles of tin, n.e.s.|TIN AND ARTICLES THEREOF
5501|810021|OTHER BASE METALS; CERMETS; ARTICLES THEREOF|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5502|810100|"Tungsten ""wolfram"" and articles thereof, n.e.s.; tungsten waste and scrap (excl. ash and residues containing tungsten)"|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5503|810110|Tungsten powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5505|810194|Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5506|810196|Tungsten wire|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5507|810197|Tungsten waste and scrap (excl. ash and residues containing tungsten)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5508|810199|Articles of tungsten, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5509|810200|Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excl. ash and residues containing molybdenum)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5510|810210|Molybdenum powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5512|810294|Unwrought molybdenum, incl. bars and rods obtained simply by sintering|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5513|810295|Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, sheets, strip and foil, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5514|810296|Molybdenum wire|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5515|810297|Molybdenum waste and scrap (excl. ash and residues containing molybdenum)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5516|810299|Articles of molybdenum, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5517|810300|Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excl. ash and residues containing tantalum)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5518|810320|Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5519|810330|Tantalum waste and scrap (excl. ash and residues containing tantalum)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5520|810390|Articles of tantalum, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5521|810400|Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excl. ash and residues containing magnesium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5523|810411|Unwrought magnesium, containing >= 99,8% by weight of magnesium|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5524|810419|Unwrought magnesium, containing < 99,8% by weight of magnesium|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5525|810420|Magnesium waste and scrap (excl. ash and residues containing magnesium, and raspings, turnings and granules graded according to size)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5526|810430|Magnesium raspings, turnings and granules, graded according to size; magnesium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5527|810490|Articles of magnesium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
